Zorn,0.5604395604395604
Wut,0.5604395604395604
Abschaum,0.5054945054945055
Empörung,0.5054945054945055
Demütigung,0.7252747252747253
Hohn,1.0
Bewunderung,0.5604395604395604
Hochmut,0.5054945054945055
Verehrung,0.5054945054945055
Arroganz,0.5604395604395604
Neid,0.5604395604395604
Feigling,0.5054945054945055
Groll,0.5054945054945055
Ekel,0.6153846153846154
Abneigung,0.7252747252747253
Gleichgültigkeit,0.7802197802197802
Feindseligkeit,0.6153846153846154
Beleidigung,0.7252747252747253
Ablehnung,0.6153846153846154
Unverschämtheit,0.5604395604395604
Hass,0.6153846153846154
Abscheu,0.7252747252747253
Pöbel,0.6153846153846154
Diskriminierung,0.7252747252747253
Spott,0.7142857142857143
Geringschätzung,0.8241758241758242
Zynismus,0.6593406593406593
Ignoranz,0.6043956043956045
Herablassung,0.6593406593406593
Verhöhnung,0.6593406593406593
Verleumdung,0.5494505494505495
Missachtung,0.6043956043956045
Herabsetzung,0.7142857142857143
Geringachtung,0.6043956043956045
Naserümpfen,0.6043956043956045
Nichtachtung,0.5494505494505495
Despektion,0.5494505494505495
Verachtung,0.5494505494505495
